case_id,left_task,right_task,human_vote_original,human_vote_normalized,gpt4o_vote,agreement,gpt4o_confidence,gpt4o_reasoning,evaluation_status,error_type
11_05_2025_18_05_49_bNN_11_05_2025_18_05_49_qWj,11_05_2025_18_05_49_bNN,11_05_2025_18_05_49_qWj,Left,Left,Left,Yes,1.0,"The left agent followed a clear and logical sequence of steps to begin addressing the task, while the right agent encountered a parsing error and did not progress in the task.",Success,None
12_05_2025_03_54_21_KhV_12_05_2025_03_54_21_dPl,12_05_2025_03_54_21_KhV,12_05_2025_03_54_21_dPl,Left,Left,Left,Yes,0.9,"The left agent provided a clear trajectory with a logical first step towards completing the task, while the right agent's output contains parsing errors and does not provide any actionable steps.",Success,None
12_05_2025_03_47_09_Uhi_12_05_2025_03_47_09_SDo,12_05_2025_03_47_09_Uhi,12_05_2025_03_47_09_SDo,Right is better,Right,Left,No,0.7,"The left agent provided a clear step-by-step process, including a successful search with price information. The right agent's output is incomplete due to a parsing error, making it impossible to determine the success of the task.",Success,None
12_05_2025_03_56_29_aty_12_05_2025_03_56_29_nGd,12_05_2025_03_56_29_aty,12_05_2025_03_56_29_nGd,Left,Left,Left,Yes,0.9,"The left agent provided a clear trajectory with actionable steps, while the right agent's output contains parsing errors and lacks any actionable information.",Success,None
12_05_2025_05_13_04_KAL_12_05_2025_05_13_04_yaD,12_05_2025_05_13_04_KAL,12_05_2025_05_13_04_yaD,left,Left,Tie,No,0.5,"Both agents encountered issues and failed to complete the task successfully. The left agent had parsing issues, while the right agent faced a timeout error. Neither provided a recipe from food.com.",Success,None
12_05_2025_05_10_20_GJx_12_05_2025_05_10_20_VeZ,12_05_2025_05_10_20_GJx,12_05_2025_05_10_20_VeZ,Left,Left,Left,Yes,1.0,"The left agent provided a clear trajectory with logical steps towards completing the task, while the right agent's output contains parsing errors and no actionable steps.",Success,None
14_05_2025_09_52_42_Acd_14_05_2025_09_52_42_Xhc,14_05_2025_09_52_42_Acd,14_05_2025_09_52_42_Xhc,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_09_52_42_Acd and/or 14_05_2025_09_52_42_Xhc,Failed,Missing Files
14_05_2025_16_51_15_cDL_14_05_2025_16_51_15_rqG,14_05_2025_16_51_15_cDL,14_05_2025_16_51_15_rqG,Left,Left,Error,N/A,0.0,Could not find GIF files for 14_05_2025_16_51_15_cDL and/or 14_05_2025_16_51_15_rqG,Failed,Missing Files
14_05_2025_17_11_59_jbE_14_05_2025_17_11_59_xtG,14_05_2025_17_11_59_jbE,14_05_2025_17_11_59_xtG,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_17_11_59_jbE and/or 14_05_2025_17_11_59_xtG,Failed,Missing Files
14_05_2025_17_59_52_cUE_14_05_2025_17_59_52_QEL,14_05_2025_17_59_52_cUE,14_05_2025_17_59_52_QEL,RIght is better,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_17_59_52_cUE and/or 14_05_2025_17_59_52_QEL,Failed,Missing Files
14_05_2025_18_03_01_nKI_14_05_2025_18_03_01_Clw,14_05_2025_18_03_01_nKI,14_05_2025_18_03_01_Clw,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_18_03_01_nKI and/or 14_05_2025_18_03_01_Clw,Failed,Missing Files
14_05_2025_17_53_58_prF_14_05_2025_17_53_58_gTF,14_05_2025_17_53_58_prF,14_05_2025_17_53_58_gTF,Left (A is better),Left,Error,N/A,0.0,Could not find GIF files for 14_05_2025_17_53_58_prF and/or 14_05_2025_17_53_58_gTF,Failed,Missing Files
14_05_2025_19_02_27_sEq_14_05_2025_19_02_27_zun,14_05_2025_19_02_27_sEq,14_05_2025_19_02_27_zun,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_19_02_27_sEq and/or 14_05_2025_19_02_27_zun,Failed,Missing Files
14_05_2025_19_02_27_sEq_14_05_2025_19_02_27_zun,14_05_2025_19_02_27_sEq,14_05_2025_19_02_27_zun,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_19_02_27_sEq and/or 14_05_2025_19_02_27_zun,Failed,Missing Files
14_05_2025_20_29_51_HNC_14_05_2025_20_29_51_SPJ,14_05_2025_20_29_51_HNC,14_05_2025_20_29_51_SPJ,Left,Left,Error,N/A,0.0,Could not find GIF files for 14_05_2025_20_29_51_HNC and/or 14_05_2025_20_29_51_SPJ,Failed,Missing Files
14_05_2025_20_30_27_HOH_14_05_2025_20_30_27_tLY,14_05_2025_20_30_27_HOH,14_05_2025_20_30_27_tLY,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_20_30_27_HOH and/or 14_05_2025_20_30_27_tLY,Failed,Missing Files
14_05_2025_21_56_09_Kin_14_05_2025_21_56_09_zIi,14_05_2025_21_56_09_Kin,14_05_2025_21_56_09_zIi,Left,Left,Error,N/A,0.0,Could not find GIF files for 14_05_2025_21_56_09_Kin and/or 14_05_2025_21_56_09_zIi,Failed,Missing Files
14_05_2025_22_16_02_rnf_14_05_2025_22_16_02_KKp,14_05_2025_22_16_02_rnf,14_05_2025_22_16_02_KKp,Right,Right,Error,N/A,0.0,Could not find GIF files for 14_05_2025_22_16_02_rnf and/or 14_05_2025_22_16_02_KKp,Failed,Missing Files
14_05_2025_22_34_20_ZOi_14_05_2025_22_34_20_wQY,14_05_2025_22_34_20_ZOi,14_05_2025_22_34_20_wQY,Tie,Tie,Error,N/A,0.0,Could not find GIF files for 14_05_2025_22_34_20_ZOi and/or 14_05_2025_22_34_20_wQY,Failed,Missing Files
14_05_2025_23_44_09_sck_14_05_2025_23_44_09_RFZ,14_05_2025_23_44_09_sck,14_05_2025_23_44_09_RFZ,Left,Left,Error,N/A,0.0,Could not find GIF files for 14_05_2025_23_44_09_sck and/or 14_05_2025_23_44_09_RFZ,Failed,Missing Files
15_05_2025_02_15_52_BkR_15_05_2025_02_15_52_wyN,15_05_2025_02_15_52_BkR,15_05_2025_02_15_52_wyN,Right,Right,Error,N/A,0.0,Could not find GIF files for 15_05_2025_02_15_52_BkR and/or 15_05_2025_02_15_52_wyN,Failed,Missing Files
15_05_2025_02_07_18_dqY_15_05_2025_02_07_18_ySh,15_05_2025_02_07_18_dqY,15_05_2025_02_07_18_ySh,I marked the left model as more successful because it didn't fail to complete any of the steps. The right model failed to complete most of the steps.,Left,Error,N/A,0.0,Could not find GIF files for 15_05_2025_02_07_18_dqY and/or 15_05_2025_02_07_18_ySh,Failed,Missing Files
15_05_2025_02_37_40_QEa_15_05_2025_02_37_40_CQB,15_05_2025_02_37_40_QEa,15_05_2025_02_37_40_CQB,Left,Left,Error,N/A,0.0,Could not find GIF files for 15_05_2025_02_37_40_QEa and/or 15_05_2025_02_37_40_CQB,Failed,Missing Files
15_05_2025_03_14_33_Pbg_15_05_2025_03_14_33_CWU,15_05_2025_03_14_33_Pbg,15_05_2025_03_14_33_CWU,Left,Left,Error,N/A,0.0,Could not find GIF files for 15_05_2025_03_14_33_Pbg and/or 15_05_2025_03_14_33_CWU,Failed,Missing Files
15_05_2025_03_25_18_RUV_15_05_2025_03_25_18_lkG,15_05_2025_03_25_18_RUV,15_05_2025_03_25_18_lkG,Right,Right,Error,N/A,0.0,Could not find GIF files for 15_05_2025_03_25_18_RUV and/or 15_05_2025_03_25_18_lkG,Failed,Missing Files
