interaction_num,vote_type,user_task,side,model_name,gif_id,log_id,status
76,tievote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,deepseek/deepseek-r1,07_05_2025_17_52_02_FAG.gif,07_05_2025_17_52_02_FAG,FAILED
77,tievote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,07_05_2025_17_52_02_oTk.gif,07_05_2025_17_52_02_oTk,SUCCESS
77,tievote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,deepseek/deepseek-r1,07_05_2025_17_52_02_FAG.gif,07_05_2025_17_52_02_FAG,FAILED
78,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,anthropic/claude-3.7-sonnet:thinking,07_05_2025_17_43_01_THR.gif,07_05_2025_17_43_01_THR,FAILED
78,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,google/gemini-2.5-pro-preview-03-25,07_05_2025_17_43_01_aZt.gif,07_05_2025_17_43_01_aZt,FAILED
79,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,openai/o4-mini,07_05_2025_18_12_48_HXx.gif,07_05_2025_18_12_48_HXx,FAILED
79,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,meta-llama/llama-4-maverick,07_05_2025_18_12_48_NLl.gif,07_05_2025_18_12_48_NLl,FAILED
80,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,07_05_2025_18_14_47_bzD.gif,07_05_2025_18_14_47_bzD,FAILED
80,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,openai/o4-mini,07_05_2025_18_14_47_xLQ.gif,07_05_2025_18_14_47_xLQ,FAILED
81,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,07_05_2025_18_47_35_WyF.gif,07_05_2025_18_47_35_WyF,FAILED
81,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,deepseek/deepseek-r1,07_05_2025_18_47_35_nMx.gif,07_05_2025_18_47_35_nMx,FAILED
82,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,09_05_2025_21_42_22_kZY.gif,09_05_2025_21_42_22_kZY,FAILED
82,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,09_05_2025_21_42_22_SdT.gif,09_05_2025_21_42_22_SdT,FAILED
83,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,09_05_2025_21_42_45_OpM.gif,09_05_2025_21_42_45_OpM,SUCCESS
83,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,openai/o4-mini,09_05_2025_21_42_45_IxH.gif,09_05_2025_21_42_45_IxH,FAILED
84,rightvote,is deportation the best solution for illegal migrants?,LEFT,x-ai/grok-3-beta,09_05_2025_23_49_59_oZV.gif,09_05_2025_23_49_59_oZV,FAILED
84,rightvote,is deportation the best solution for illegal migrants?,RIGHT,meta-llama/llama-4-maverick,09_05_2025_23_49_59_ugh.gif,09_05_2025_23_49_59_ugh,FAILED
85,rightvote,is deportation the best solution for illegal migrants?,LEFT,x-ai/grok-3-beta,09_05_2025_23_49_59_oZV.gif,09_05_2025_23_49_59_oZV,FAILED
85,rightvote,is deportation the best solution for illegal migrants?,RIGHT,meta-llama/llama-4-maverick,09_05_2025_23_49_59_ugh.gif,09_05_2025_23_49_59_ugh,FAILED
86,rightvote,"Can you find me the shortest and most comfortable flight from Show Low, AZ to Wellington, New Zealand?",LEFT,x-ai/grok-3-beta,09_05_2025_23_51_28_cJD.gif,09_05_2025_23_51_28_cJD,FAILED
86,rightvote,"Can you find me the shortest and most comfortable flight from Show Low, AZ to Wellington, New Zealand?",RIGHT,openai/o4-mini,09_05_2025_23_51_28_LOj.gif,09_05_2025_23_51_28_LOj,FAILED
87,rightvote,What are today's top 5 political news in UK,LEFT,x-ai/grok-3-beta,10_05_2025_00_01_48_pTG.gif,10_05_2025_00_01_48_pTG,FAILED
87,rightvote,What are today's top 5 political news in UK,RIGHT,openai/o4-mini,10_05_2025_00_01_48_LVO.gif,10_05_2025_00_01_48_LVO,SUCCESS
88,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,10_05_2025_00_21_07_kiE.gif,10_05_2025_00_21_07_kiE,FAILED
88,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,10_05_2025_00_21_07_EWr.gif,10_05_2025_00_21_07_EWr,FAILED
89,rightvote,What are today's top 5 headlines from Korea JoongAng Daily?,LEFT,x-ai/grok-3-beta,10_05_2025_00_34_36_wqu.gif,10_05_2025_00_34_36_wqu,FAILED
89,rightvote,What are today's top 5 headlines from Korea JoongAng Daily?,RIGHT,openai/o4-mini,10_05_2025_00_34_36_jIN.gif,10_05_2025_00_34_36_jIN,FAILED
90,rightvote,Give me a summary of current measures in place to curb climate change in United states.,LEFT,x-ai/grok-3-beta,10_05_2025_00_52_29_AYh.gif,10_05_2025_00_52_29_AYh,FAILED
90,rightvote,Give me a summary of current measures in place to curb climate change in United states.,RIGHT,anthropic/claude-3.7-sonnet:thinking,10_05_2025_00_52_29_BZG.gif,10_05_2025_00_52_29_BZG,FAILED
91,rightvote,create a list of the current Stanley Cup playoff match ups.,LEFT,x-ai/grok-3-beta,10_05_2025_01_17_27_zKf.gif,10_05_2025_01_17_27_zKf,FAILED
91,rightvote,create a list of the current Stanley Cup playoff match ups.,RIGHT,openai/o4-mini,10_05_2025_01_17_27_KXl.gif,10_05_2025_01_17_27_KXl,FAILED
92,leftvote,"Go to the New York Times website, navigate to the 'Books' section, and summarize the review of the current week's featured fiction book.",LEFT,google/gemini-2.5-pro-preview-03-25,10_05_2025_03_03_55_vsV.gif,10_05_2025_03_03_55_vsV,FAILED
92,leftvote,"Go to the New York Times website, navigate to the 'Books' section, and summarize the review of the current week's featured fiction book.",RIGHT,x-ai/grok-3-beta,10_05_2025_03_03_55_Umi.gif,10_05_2025_03_03_55_Umi,FAILED
93,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,10_05_2025_03_33_17_FeF.gif,10_05_2025_03_33_17_FeF,FAILED
93,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,10_05_2025_03_33_17_MBI.gif,10_05_2025_03_33_17_MBI,FAILED
94,rightvote,List the name of the top-grossing films of the 2010s from Wikipedia in order from highest-grossing to least.,LEFT,x-ai/grok-3-beta,11_05_2025_04_22_35_TKg.gif,11_05_2025_04_22_35_TKg,FAILED
94,rightvote,List the name of the top-grossing films of the 2010s from Wikipedia in order from highest-grossing to least.,RIGHT,deepseek/deepseek-r1,11_05_2025_04_22_35_YOe.gif,11_05_2025_04_22_35_YOe,SUCCESS
95,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,11_05_2025_04_31_42_NTW.gif,11_05_2025_04_31_42_NTW,FAILED
95,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,11_05_2025_04_31_42_xwx.gif,11_05_2025_04_31_42_xwx,FAILED
96,rightvote,Create a list of top 100 rappers in UK,LEFT,google/gemini-2.5-pro-preview-03-25,11_05_2025_06_11_25_JlO.gif,11_05_2025_06_11_25_JlO,FAILED
96,rightvote,Create a list of top 100 rappers in UK,RIGHT,anthropic/claude-3.7-sonnet:thinking,11_05_2025_06_11_25_ckK.gif,11_05_2025_06_11_25_ckK,FAILED
97,rightvote,Compare the flight price for a round trip ticket from Los Angeles to Tokyo next Sunday on different ticket purchasing websites.,LEFT,x-ai/grok-3-beta,11_05_2025_06_23_26_pIG.gif,11_05_2025_06_23_26_pIG,FAILED
97,rightvote,Compare the flight price for a round trip ticket from Los Angeles to Tokyo next Sunday on different ticket purchasing websites.,RIGHT,openai/o4-mini,11_05_2025_06_23_26_uTs.gif,11_05_2025_06_23_26_uTs,FAILED
98,rightvote,What are the top 10 best family friendly restaurants in the Sondrio area of Italy?,LEFT,x-ai/grok-3-beta,11_05_2025_07_25_13_oaF.gif,11_05_2025_07_25_13_oaF,FAILED
98,rightvote,What are the top 10 best family friendly restaurants in the Sondrio area of Italy?,RIGHT,meta-llama/llama-4-maverick,11_05_2025_07_25_13_Hoh.gif,11_05_2025_07_25_13_Hoh,SUCCESS
99,rightvote,What is the best rated Samsung TV according to which?,LEFT,x-ai/grok-3-beta,11_05_2025_14_19_12_TeJ.gif,11_05_2025_14_19_12_TeJ,FAILED
99,rightvote,What is the best rated Samsung TV according to which?,RIGHT,meta-llama/llama-4-maverick,11_05_2025_14_19_12_veF.gif,11_05_2025_14_19_12_veF,FAILED
100,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,anthropic/claude-3.7-sonnet:thinking,11_05_2025_14_22_03_XJs.gif,11_05_2025_14_22_03_XJs,FAILED
100,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,google/gemini-2.5-pro-preview-03-25,11_05_2025_14_22_03_UuM.gif,11_05_2025_14_22_03_UuM,FAILED
101,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,openai/o4-mini,11_05_2025_14_26_48_bdr.gif,11_05_2025_14_26_48_bdr,FAILED
101,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,11_05_2025_14_26_48_nYP.gif,11_05_2025_14_26_48_nYP,FAILED
102,rightvote,Find the current top 5 trending indie games on Steam's 'Popular Upcoming' list and summarize their genres and release dates.,LEFT,x-ai/grok-3-beta,11_05_2025_15_23_15_HWs.gif,11_05_2025_15_23_15_HWs,FAILED
102,rightvote,Find the current top 5 trending indie games on Steam's 'Popular Upcoming' list and summarize their genres and release dates.,RIGHT,meta-llama/llama-4-maverick,11_05_2025_15_23_15_iFQ.gif,11_05_2025_15_23_15_iFQ,FAILED
103,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,11_05_2025_16_37_10_TjY.gif,11_05_2025_16_37_10_TjY,FAILED
103,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,11_05_2025_16_37_10_Qis.gif,11_05_2025_16_37_10_Qis,FAILED
104,rightvote,Please identify which famous person is mentioned the most in BBC articles today using bbc.co.uk,LEFT,x-ai/grok-3-beta,11_05_2025_16_36_02_yKE.gif,11_05_2025_16_36_02_yKE,FAILED
104,rightvote,Please identify which famous person is mentioned the most in BBC articles today using bbc.co.uk,RIGHT,deepseek/deepseek-r1,11_05_2025_16_36_02_Exa.gif,11_05_2025_16_36_02_Exa,SUCCESS
105,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,11_05_2025_16_44_24_wEl.gif,11_05_2025_16_44_24_wEl,SUCCESS
105,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,11_05_2025_16_44_24_StO.gif,11_05_2025_16_44_24_StO,FAILED
106,rightvote,Provide me a list of 3-letter words that begin with the letter w,LEFT,x-ai/grok-3-beta,03_05_2025_04_36_24_hCn.gif,03_05_2025_04_36_24_hCn,FAILED
106,rightvote,Provide me a list of 3-letter words that begin with the letter w,RIGHT,google/gemini-2.5-pro-preview-03-25,03_05_2025_04_36_24_DPn.gif,03_05_2025_04_36_24_DPn,SUCCESS
107,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,03_05_2025_04_41_09_QzZ.gif,03_05_2025_04_41_09_QzZ,FAILED
107,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,google/gemini-2.5-pro-preview-03-25,03_05_2025_04_41_09_Gqg.gif,03_05_2025_04_41_09_Gqg,SUCCESS
108,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,anthropic/claude-3.7-sonnet:thinking,03_05_2025_20_57_58_Nih.gif,03_05_2025_20_57_58_Nih,FAILED
108,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,google/gemini-2.5-pro-preview-03-25,03_05_2025_20_57_58_cSG.gif,03_05_2025_20_57_58_cSG,FAILED
109,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,openai/o4-mini,03_05_2025_20_57_54_VhL.gif,03_05_2025_20_57_54_VhL,FAILED
109,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,meta-llama/llama-4-maverick,03_05_2025_20_57_54_dkz.gif,03_05_2025_20_57_54_dkz,FAILED
110,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,openai/o4-mini,03_05_2025_21_14_53_lsB.gif,03_05_2025_21_14_53_lsB,FAILED
110,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,meta-llama/llama-4-maverick,03_05_2025_21_14_53_hgh.gif,03_05_2025_21_14_53_hgh,FAILED
111,rightvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,openai/o4-mini,03_05_2025_21_14_53_lsB.gif,03_05_2025_21_14_53_lsB,FAILED
111,rightvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,meta-llama/llama-4-maverick,03_05_2025_21_14_53_hgh.gif,03_05_2025_21_14_53_hgh,FAILED
112,rightvote,What is the lowest critic review score for Octopath Traveler on Metacritic?,LEFT,x-ai/grok-3-beta,03_05_2025_21_08_57_AQd.gif,03_05_2025_21_08_57_AQd,FAILED
112,rightvote,What is the lowest critic review score for Octopath Traveler on Metacritic?,RIGHT,deepseek/deepseek-r1,03_05_2025_21_08_57_Imc.gif,03_05_2025_21_08_57_Imc,SUCCESS
113,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,03_05_2025_21_22_53_VdC.gif,03_05_2025_21_22_53_VdC,FAILED
113,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,openai/o4-mini,03_05_2025_21_22_53_yqc.gif,03_05_2025_21_22_53_yqc,FAILED
114,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,03_05_2025_21_30_18_JgL.gif,03_05_2025_21_30_18_JgL,FAILED
114,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,deepseek/deepseek-r1,03_05_2025_21_30_18_bUN.gif,03_05_2025_21_30_18_bUN,FAILED
115,rightvote,give me ten recent news headlines in sports and news from bbc.co.uk,LEFT,google/gemini-2.5-pro-preview-03-25,NOT_FOUND,NOT_FOUND,FAILED
115,rightvote,give me ten recent news headlines in sports and news from bbc.co.uk,RIGHT,x-ai/grok-3-beta,NOT_FOUND,NOT_FOUND,FAILED
116,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,anthropic/claude-3.7-sonnet:thinking,07_05_2025_04_32_00_JSV.gif,07_05_2025_04_32_00_JSV,FAILED
116,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,07_05_2025_04_32_00_iTj.gif,07_05_2025_04_32_00_iTj,FAILED
117,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,07_05_2025_18_43_04_XGu.gif,07_05_2025_18_43_04_XGu,FAILED
117,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,anthropic/claude-3.7-sonnet:thinking,07_05_2025_18_43_04_ppN.gif,07_05_2025_18_43_04_ppN,FAILED
118,tievote,"""Find the top 5 best-selling fiction books on the New York Times Best Sellers list and summarize their descriptions.""",LEFT,x-ai/grok-3-beta,10_05_2025_00_23_41_Oeo.gif,10_05_2025_00_23_41_Oeo,FAILED
118,tievote,"""Find the top 5 best-selling fiction books on the New York Times Best Sellers list and summarize their descriptions.""",RIGHT,deepseek/deepseek-r1,10_05_2025_00_23_41_NPb.gif,10_05_2025_00_23_41_NPb,FAILED
119,leftvote,gifts under $25 for mother's day,LEFT,google/gemini-2.5-pro-preview-03-25,10_05_2025_01_06_39_yrs.gif,10_05_2025_01_06_39_yrs,FAILED
119,leftvote,gifts under $25 for mother's day,RIGHT,x-ai/grok-3-beta,10_05_2025_01_06_39_PrQ.gif,10_05_2025_01_06_39_PrQ,FAILED
120,rightvote,Go to the ESPN website and find the latest power rankings for MLB teams. List the top 5 teams and provide a brief analysis of why each team is ranked where they are.,LEFT,google/gemini-2.5-pro-preview-03-25,NOT_FOUND,NOT_FOUND,FAILED
120,rightvote,Go to the ESPN website and find the latest power rankings for MLB teams. List the top 5 teams and provide a brief analysis of why each team is ranked where they are.,RIGHT,meta-llama/llama-4-maverick,NOT_FOUND,NOT_FOUND,FAILED
121,leftvote,what are todays top 10 headlines on anchorage daily news?,LEFT,openai/o4-mini,NOT_FOUND,NOT_FOUND,FAILED
121,leftvote,what are todays top 10 headlines on anchorage daily news?,RIGHT,deepseek/deepseek-r1,NOT_FOUND,NOT_FOUND,FAILED
122,rightvote,Can you compile the list of the most affordable new built properties in manchester across different websites- specifically 3 to 4 bedroom houses with separate,LEFT,google/gemini-2.5-pro-preview-03-25,NOT_FOUND,NOT_FOUND,FAILED
122,rightvote,Can you compile the list of the most affordable new built properties in manchester across different websites- specifically 3 to 4 bedroom houses with separate,RIGHT,meta-llama/llama-4-maverick,NOT_FOUND,NOT_FOUND,FAILED
123,leftvote,Tell me the exact times and prices for trains leaving West Byfleet station for London Waterloo next Sunday around 9am on www.nationalrail.co.uk,LEFT,deepseek/deepseek-r1,NOT_FOUND,NOT_FOUND,FAILED
123,leftvote,Tell me the exact times and prices for trains leaving West Byfleet station for London Waterloo next Sunday around 9am on www.nationalrail.co.uk,RIGHT,anthropic/claude-3.7-sonnet:thinking,NOT_FOUND,NOT_FOUND,FAILED
124,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,meta-llama/llama-4-maverick,11_05_2025_14_31_41_EqG.gif,11_05_2025_14_31_41_EqG,FAILED
124,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,x-ai/grok-3-beta,11_05_2025_14_31_41_TJc.gif,11_05_2025_14_31_41_TJc,FAILED
125,leftvote,Got any creative ideas for a 10 year old’s birthday?,LEFT,deepseek/deepseek-r1,12_05_2025_03_51_49_OXc.gif,12_05_2025_03_51_49_OXc,FAILED
125,leftvote,Got any creative ideas for a 10 year old’s birthday?,RIGHT,openai/o4-mini,12_05_2025_03_51_49_tJF.gif,12_05_2025_03_51_49_tJF,FAILED
126,rightvote,top 5 wildlife rescue,LEFT,anthropic/claude-3.7-sonnet:thinking,NOT_FOUND,NOT_FOUND,FAILED
126,rightvote,top 5 wildlife rescue,RIGHT,openai/o4-mini,NOT_FOUND,NOT_FOUND,FAILED
