Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
681e943fdae48e0b35c443cc,6813e003857b2e9a8b18ace7,RETURNED,Not Applicable,2025-05-09T23:48:43.736000Z,,,2025-05-14T07:37:13.676896Z,,,152,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9482de21600ed151c5d6,6776bd45548f97b8129afed9,APPROVED,Not Applicable,2025-05-09T23:49:27.151000Z,2025-05-10T00:16:17.989000Z,2025-05-11T01:13:06.096000Z,2025-05-10T00:16:18.534292Z,1611.0,C41MHPUZ,299,26,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
681e95280dbcaedadb1034e6,6668d4917e343a318af11adf,APPROVED,Not Applicable,2025-05-09T23:52:33.033000Z,2025-05-10T00:15:21.321000Z,2025-05-11T01:12:41.363000Z,2025-05-10T00:15:21.838550Z,1369.0,C41MHPUZ,1062,26,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
681e97ee0511a76e32f34822,66e367ac9940dc1f0027eff1,RETURNED,Not Applicable,2025-05-10T00:04:09.026000Z,,,2025-05-14T07:37:13.678794Z,,,287,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9848a1b374474143d2c0,67eb09d69af29d8b61649c0d,RETURNED,Not Applicable,2025-05-10T00:05:55.224000Z,,,2025-05-14T07:37:13.681179Z,,,456,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9a0cf9875594153aa21f,674b46b00690584bddd6e33b,RETURNED,Not Applicable,2025-05-10T00:13:06.077000Z,,,2025-05-14T07:37:13.683328Z,,,1237,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9a21fde759ea416d6213,65599c698363f734b0325aa2,APPROVED,Not Applicable,2025-05-10T00:13:39.841000Z,2025-05-10T00:40:39.039000Z,2025-05-11T01:13:29.232000Z,2025-05-10T00:40:39.560553Z,1620.0,C41MHPUZ,1094,42,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Unemployed (and job seeking)
681e9a6d38b905c5bc57a06c,67b816f474ae7757b2ae4f4f,RETURNED,Not Applicable,2025-05-10T00:15:58.147000Z,,,2025-05-14T07:37:13.682529Z,,,711,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9a83970c7ac6bff2299c,66f305037af69346a9a55b42,APPROVED,Not Applicable,2025-05-10T00:15:17.597000Z,2025-05-10T00:43:36.954000Z,2025-05-11T01:14:10.924000Z,2025-05-10T00:43:37.403441Z,1700.0,C41MHPUZ,1828,33,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
681e9c683d433a8f01ed9193,6765829a949d1203926e1ade,RETURNED,Not Applicable,2025-05-10T00:23:26.306000Z,,,2025-05-14T07:37:13.684766Z,,,143,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681e9dc14848c2eb884fc1c0,67be0b14104c7c690273444a,APPROVED,Not Applicable,2025-05-10T00:28:56.246000Z,2025-05-10T00:51:42.049000Z,2025-05-11T01:14:29.209000Z,2025-05-10T00:51:42.626202Z,1366.0,C41MHPUZ,57,23,Female,Asian,Philippines,Canada,Philippines,English,No,Unemployed (and job seeking)
681ea2124eda75e5fc56fc93,5ed9c3054268815691ed0e2c,RETURNED,Not Applicable,2025-05-10T00:58:00.057000Z,,,2025-05-14T07:37:13.686170Z,,,2057,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea253dc35694c8e06ad14,67e7ff1ef81c52ec2bf98f85,RETURNED,Not Applicable,2025-05-10T00:52:37.862000Z,,,2025-05-14T07:37:13.689764Z,,,554,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea2541e40ee50941cf46a,67d3358738a335692d8b0e54,RETURNED,Not Applicable,2025-05-10T00:58:20.620000Z,,,2025-05-14T07:37:13.689386Z,,,335,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea255357235fbc095b943,67d1e8cc4e0fd9dcd8ceed97,APPROVED,Not Applicable,2025-05-10T00:48:27.941000Z,2025-05-10T01:10:43.175000Z,2025-05-11T01:14:42.175000Z,2025-05-10T01:10:43.741169Z,1336.0,C41MHPUZ,318,35,DATA_EXPIRED,White,United States,United States,United States,English,No,DATA_EXPIRED
681ea25607964f336f3eff87,668180f26a3b162091510589,RETURNED,Not Applicable,2025-05-10T00:58:22.641000Z,,,2025-05-14T07:37:13.691309Z,,,904,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea2575193b5efb923e215,671137bfe81fc6cf620ce313,RETURNED,Not Applicable,2025-05-10T00:48:28.724000Z,,,2025-05-14T07:37:13.693093Z,,,1819,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea257a6c199117588458b,67e24fb0c92973e0d4cb7835,RETURNED,Not Applicable,2025-05-10T00:48:32.666000Z,,,2025-05-14T07:37:13.701459Z,,,281,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea2584a1559363df4d521,681a6990dcfc56c532e8348d,RETURNED,Not Applicable,2025-05-10T00:48:38.187000Z,2025-05-10T01:00:23.060000Z,,2025-05-14T07:37:13.702274Z,,C41MHPUZ,186,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea2586e5c662c973af330,67bf7350d1bc6412e8768ca1,RETURNED,Not Applicable,2025-05-10T00:49:33.082000Z,2025-05-10T01:05:02.319000Z,,2025-05-14T07:37:13.700131Z,,NOCODE,181,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea25894c8da8198525cca,6700692a734d586f97c7b684,RETURNED,Not Applicable,2025-05-10T00:49:24.734000Z,,,2025-05-14T07:37:13.703597Z,,,1505,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea2595517119ac1f3420c,66e0569e76fa6e4be6919693,RETURNED,Not Applicable,2025-05-10T00:53:00.460000Z,,,2025-05-14T07:37:13.706414Z,,,1025,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea265248079158a8ad6ae,67094d6215b6d0fe3e8c3e39,RETURNED,Not Applicable,2025-05-10T00:48:41.575000Z,,,2025-05-14T07:37:13.705496Z,,,1972,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea298aea245b2f5598286,67b6e781ac07f2b2bd6a353b,APPROVED,Not Applicable,2025-05-10T00:52:19.872000Z,2025-05-10T01:17:33.924000Z,2025-05-11T02:05:58.937000Z,2025-05-10T01:17:34.471227Z,1515.0,C41MHPUZ,526,57,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,Part-Time
681ea3017bcaa0e966c5fe52,67a72a2a346c08cd36e7860a,RETURNED,Not Applicable,2025-05-10T00:51:31.941000Z,,,2025-05-14T07:37:13.708403Z,,,1130,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea3ae51c3c30507703244,67e70a61f963fecfc78db7ab,APPROVED,Not Applicable,2025-05-10T00:57:35.245000Z,2025-05-10T02:00:51.108000Z,2025-05-11T01:15:19.467000Z,2025-05-10T02:00:51.625781Z,3796.0,C41MHPUZ,642,54,Male,Asian,China,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
681ea44c6a3214c20e9eb45e,661571d6cc16ee34676734df,REJECTED,Not Applicable,2025-05-10T00:56:50.768000Z,2025-05-10T01:06:16.444000Z,2025-05-14T07:31:32.809000Z,2025-05-14T07:37:13.710857Z,566.0,C41MHPUZ,2120,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea49babae6765d4631399,67f3362cedfe12908610b4c5,RETURNED,Not Applicable,2025-05-10T00:58:33.243000Z,,,2025-05-14T07:37:13.713022Z,,,36,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea4abe25aac862d44c359,680d54968e828f2eb1ea2482,RETURNED,Not Applicable,2025-05-10T01:08:19.471000Z,,,2025-05-14T07:37:13.712204Z,,,141,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea4d33d271dd5557343f4,65380aa0598f6524cdbcf013,RETURNED,Not Applicable,2025-05-10T00:59:16.657000Z,,,2025-05-14T07:37:13.715819Z,,,1090,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea5434e5a24e03ee1d5b8,6674214997c056fddf117f32,RETURNED,Not Applicable,2025-05-10T01:00:55.742000Z,,,2025-05-14T07:37:13.715419Z,,,269,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea58905ee87d83a5f0993,5ed9c3054268815691ed0e2c,RETURNED,Not Applicable,2025-05-10T01:12:01.208000Z,,,2025-05-14T07:37:13.717659Z,,,2057,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea58ace9ec113fe9f7a6e,67d184729aa937ccec298d54,APPROVED,Not Applicable,2025-05-10T01:02:10.051000Z,2025-05-10T01:55:49.050000Z,2025-05-11T01:15:06.474000Z,2025-05-10T01:55:49.562449Z,3219.0,C41MHPUZ,258,23,Female,Black,United States,United States,United States,English,Yes,Part-Time
681ea5ef6854248f2646455e,680e67f9d4d42c1a45b04c57,APPROVED,Not Applicable,2025-05-10T01:03:49.100000Z,2025-05-10T02:04:36.410000Z,2025-05-11T01:15:26.388000Z,2025-05-10T02:04:36.949559Z,3648.0,C41MHPUZ,123,62,Female,White,United States,United States,United States,English,No,Full-Time
681ea6021defbfb7d345a911,673feeafa80a279f5cc63e33,RETURNED,Not Applicable,2025-05-10T01:04:20.279000Z,,,2025-05-14T07:37:13.721544Z,,,1431,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ea75d61481b0cb5e5b1cf,62d43cee3d60ac98c1dcacc8,APPROVED,Not Applicable,2025-05-10T01:09:53.767000Z,2025-05-10T01:51:34.109000Z,2025-05-11T01:14:59.149000Z,2025-05-10T01:51:34.608702Z,2501.0,C41MHPUZ,5747,27,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681ea7604fdb997d860c9396,671c1cac1f90e3f57d109abf,APPROVED,Not Applicable,2025-05-10T01:09:57.477000Z,2025-05-10T01:45:06.770000Z,2025-05-11T01:14:51.680000Z,2025-05-10T01:45:07.326589Z,2110.0,C41MHPUZ,380,40,Female,White,Canada,Canada,Canada,English,No,Full-Time
681eb18a17b79702ade8e631,673b7ef45c9291ade287d5d7,APPROVED,Not Applicable,2025-05-10T01:54:26.165000Z,2025-05-10T03:01:14.169000Z,2025-05-11T01:15:37.311000Z,2025-05-10T03:18:43.673735Z,4009.0,C41MHPUZ,511,29,Female,White,Azerbaijan,Canada,Canada,English,No,Full-Time
681ebfe296e4d12caa9ab509,67414dcbcf89f6a633385d49,APPROVED,Not Applicable,2025-05-10T02:55:24.662000Z,2025-05-10T03:24:07.482000Z,2025-05-11T01:15:59.089000Z,2025-05-10T03:24:08.030711Z,1723.0,C41MHPUZ,280,29,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
681ebfe4b234f9e422439af8,5ed9c3054268815691ed0e2c,RETURNED,Not Applicable,2025-05-10T03:04:28.592000Z,,,2025-05-14T07:37:13.721940Z,,,2057,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfe653c91280c5d5fe6c,66b4deefa32b6bd7b2bdecdf,RETURNED,Not Applicable,2025-05-10T02:54:53.544000Z,,,2025-05-14T07:37:13.721873Z,,,320,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfe79d9a192c52a3764c,679334a846e22adcedd4cfd0,APPROVED,Not Applicable,2025-05-10T02:55:04.988000Z,2025-05-10T03:52:09.025000Z,2025-05-11T01:16:24.917000Z,2025-05-10T03:52:09.551352Z,3425.0,C41MHPUZ,768,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
681ebfe8714e2f1749ce45fc,669686a5127f2cf6e1c55f43,RETURNED,Not Applicable,2025-05-10T02:54:48.778000Z,,,2025-05-14T07:37:13.761861Z,,,194,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfe898ed4e5c5b661231,6481e7756969fcd48ea9c634,RETURNED,Not Applicable,2025-05-10T02:54:52.657000Z,2025-05-10T03:41:40.020000Z,,2025-05-14T07:37:13.723548Z,,NOCODE,1077,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfe91b6e65527fde8722,66759eb2274a4f10deeba339,RETURNED,Not Applicable,2025-05-10T02:54:39.049000Z,,,2025-05-14T07:37:13.727795Z,,,2400,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfeb3bf754a006a787c0,5caa534a19731a00190bb935,RETURNED,Not Applicable,2025-05-10T02:54:34.998000Z,,,2025-05-14T07:37:13.738334Z,,,4754,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfeb3fa0c5de205e7a82,68116ea253c5d69b9656cb50,RETURNED,Not Applicable,2025-05-10T02:54:46.984000Z,,,2025-05-14T07:37:13.728564Z,,,170,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebfebec81ec6b2c82df55,67b5e86d29d60323b93d2b34,RETURNED,Not Applicable,2025-05-10T02:54:52.548000Z,,,2025-05-14T07:37:13.730583Z,,,208,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ebffe1e0c6eb89c4b7187,660cda55786e37b1cbb49717,RETURNED,Not Applicable,2025-05-10T02:55:00.853000Z,,,2025-05-14T07:37:13.733312Z,,,2268,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec04a4dcc60e8788ae52d,680e8bb23e711754c3e41b81,RETURNED,Not Applicable,2025-05-10T02:56:15.205000Z,,,2025-05-14T07:37:13.734042Z,,,47,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec06f36e5972143b80828,6676fab6295042ff191ead64,RETURNED,Not Applicable,2025-05-10T02:57:15.356000Z,,,2025-05-14T07:37:13.734531Z,,,3283,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec0b6054e3453ea50b817,673d1e032ff619fa7f57213a,APPROVED,Not Applicable,2025-05-10T02:58:18.567000Z,2025-05-10T03:43:49.868000Z,2025-05-11T02:12:49.059000Z,2025-05-10T03:43:50.393973Z,2732.0,C41MHPUZ,710,73,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
681ec0c3d431a19b389f3af2,66342d8c28e19448411018bb,RETURNED,Not Applicable,2025-05-10T02:58:19.036000Z,,,2025-05-14T07:37:13.737020Z,,,642,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec0d1de7ba8a553a37ce9,66fc3eca57fcbf1065703183,RETURNED,Not Applicable,2025-05-10T02:58:33.006000Z,,,2025-05-14T07:37:13.739913Z,,,1087,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec100ba54e7c96b4d97e2,67758b914f06b14a31669644,APPROVED,Not Applicable,2025-05-10T02:59:23.499000Z,2025-05-10T03:43:54.537000Z,2025-05-11T01:16:16.424000Z,2025-05-10T03:43:55.011894Z,2672.0,C41MHPUZ,1036,34,Female,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
681ec28f9b2d949a7d146375,65c1501098be0f409188762f,RETURNED,Not Applicable,2025-05-10T03:05:56.464000Z,,,2025-05-14T07:37:13.744995Z,,,1945,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ec3cbb93bcbb0b20f1a7b,5e7bc6522b3c381f6e3c1b3f,APPROVED,Not Applicable,2025-05-10T03:11:21.324000Z,2025-05-10T03:33:39.907000Z,2025-05-11T01:16:07.358000Z,2025-05-10T03:33:40.332887Z,1339.0,C41MHPUZ,666,28,Female,Asian,Korea,Canada,Canada,English,No,DATA_EXPIRED
681ec73794c8da8198525e7b,662fb42cc3458e96dee33181,APPROVED,Not Applicable,2025-05-10T03:26:07.656000Z,2025-05-10T03:59:01.295000Z,2025-05-11T01:16:33.278000Z,2025-05-10T03:59:01.807922Z,1974.0,C41MHPUZ,1628,39,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
681ec805e2821a197514909c,67be0bd60d5c8053c07c42bc,APPROVED,Not Applicable,2025-05-10T03:30:33.721000Z,2025-05-10T04:17:27.629000Z,2025-05-11T01:16:44.858000Z,2025-05-10T04:17:28.196275Z,2814.0,C41MHPUZ,80,24,Female,Asian,Sri Lanka,Canada,Sri Lanka,Tamil,Yes,Full-Time
681ecb016e214c4524e1af7a,65577234800b1fea9ae3cf4d,RETURNED,Not Applicable,2025-05-10T03:41:57.951000Z,,,2025-05-14T07:37:13.740107Z,,,3322,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
681ecba7e1bf0ec361a64829,66f729df50af5520146faa1c,APPROVED,Not Applicable,2025-05-10T03:44:52.514000Z,2025-05-10T04:39:53.023000Z,2025-05-11T01:16:56.298000Z,2025-05-10T04:39:53.516090Z,3301.0,C41MHPUZ,764,50,Male,White,United States,United States,United States,English,No,Full-Time
681ed06bd2bea684a450d9ac,66a2741b8cc4486c4d2032d9,APPROVED,Not Applicable,2025-05-10T04:05:21.544000Z,2025-05-10T05:02:19.949000Z,2025-05-11T01:17:29.177000Z,2025-05-10T05:02:20.660601Z,3419.0,C41MHPUZ,691,28,Female,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
682022faf4124a6c07a09c81,6664b8146408ebc8a3d7ea6e,APPROVED,Not Applicable,2025-05-11T04:09:30.652000Z,2025-05-11T04:56:26.689000Z,2025-05-15T02:42:39.266000Z,2025-05-11T04:56:27.226768Z,2817.0,C41MHPUZ,1359,32,Female,White,DATA_EXPIRED,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
68202301894588b7c58d1414,671e70010b8f04850445045f,RETURNED,Not Applicable,2025-05-11T04:09:47.129000Z,,,2025-05-14T07:37:13.758063Z,,,473,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68202301d187d8a0e351aa8e,67001c01bcb0cabf8a7f01e7,APPROVED,Not Applicable,2025-05-11T04:14:55.857000Z,2025-05-11T05:21:31.952000Z,2025-05-14T07:12:55.115000Z,2025-05-11T05:21:32.565514Z,3997.0,C41MHPUZ,281,29,Male,White,United States,United States,United States,English,DATA_EXPIRED,Full-Time
68202301e803da9cec616248,6663609fe93da6d9c6ce0cda,REJECTED,Not Applicable,2025-05-11T04:09:40.514000Z,2025-05-11T04:16:15.339000Z,2025-05-15T01:30:05.200000Z,2025-05-15T03:38:51.988506Z,395.0,NOCODE,18,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
682023024848c2eb884fe06b,67e0a8458369d92d9789b0b4,RETURNED,Not Applicable,2025-05-11T04:10:18.636000Z,,,2025-05-14T07:37:13.753174Z,,,774,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
682023029260924bcdd3bc11,614a8c315301f6c3b736a6d3,RETURNED,Not Applicable,2025-05-11T04:09:55.691000Z,,,2025-05-14T07:37:13.744792Z,,,1888,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68202302962f4367ba3777b5,67deb8dc47348a9074e0f2f8,RETURNED,Not Applicable,2025-05-11T04:09:43.956000Z,,,2025-05-14T07:37:13.750064Z,,,591,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
68202303b8de7ddfbdbd5688,674e8d89cc78a200ccd9a84b,TIMED-OUT,Not Applicable,2025-05-11T04:09:47.970000Z,,,2025-05-14T07:37:13.748339Z,271646.0,,667,60,Male,White,United States,United States,United States,English,No,Full-Time
68202303c34414fb600d41f1,678f0bb28ec3307e4f1afb78,APPROVED,Not Applicable,2025-05-11T04:09:43.222000Z,2025-05-11T04:57:37.069000Z,2025-05-14T07:12:43.308000Z,2025-05-11T04:57:37.575820Z,2874.0,C41MHPUZ,1308,55,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
68202303ed1fdcba97d07140,5edeea354d54cb1a825aa8f9,RETURNED,Not Applicable,2025-05-11T04:09:48.198000Z,,,2025-05-14T07:37:13.748379Z,,,4847,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
682023045b78d0f46c62011c,5a5bed3a76d1c60001ab3c4c,RETURNED,Not Applicable,2025-05-11T04:09:56.943000Z,,,2025-05-14T07:37:13.763153Z,,,2273,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
